date,incidents
09/19/2012,150
09/19/2013,121
09/19/2014,121
09/19/2015,137
09/19/2016,132
09/20/2012,126
09/20/2013,152
09/20/2014,134
09/20/2015,162
09/20/2016,147
09/21/2012,149
09/21/2013,130
09/21/2014,146
09/21/2015,149
09/21/2016,146
09/22/2012,167
09/22/2013,128
09/22/2014,157
09/22/2015,169
09/22/2016,188
09/23/2012,130
09/23/2013,147
09/23/2014,151
09/23/2015,159
09/23/2016,165
09/24/2012,136
09/24/2013,136
09/24/2014,120
09/24/2015,132
09/24/2016,194
09/25/2012,164
09/25/2013,172
09/25/2014,124
09/25/2015,140
09/25/2016,154
09/26/2012,138
09/26/2013,148
09/26/2014,140
09/26/2015,130
09/26/2016,127
09/27/2012,146
09/27/2013,143
09/27/2014,141
09/27/2015,137
09/27/2016,157
09/28/2012,181
09/28/2013,139
09/28/2014,130
09/28/2015,146
09/28/2016,143
09/29/2012,157
09/29/2013,139
09/29/2014,163
09/29/2015,134
09/29/2016,129
09/30/2012,136
09/30/2013,135
09/30/2014,131
09/30/2015,145
09/30/2016,166
10/01/2012,143
10/01/2013,158
10/01/2014,125
10/01/2015,139
10/01/2016,147
10/02/2012,145
10/02/2013,135
10/02/2014,120
10/02/2015,140
10/02/2016,148
10/03/2012,156
10/03/2013,147
10/03/2014,152
10/03/2015,96
10/03/2016,134
10/04/2012,134
10/04/2013,151
10/04/2014,144
10/04/2015,108
10/04/2016,150
10/05/2012,132
10/05/2013,141
10/05/2014,122
10/05/2015,156
10/05/2016,160
10/06/2012,122
10/06/2013,148
10/06/2014,107
10/06/2015,141
10/06/2016,120
10/07/2012,135
10/07/2013,144
10/07/2014,142
10/07/2015,147
10/07/2016,178
10/08/2012,135
10/08/2013,129
10/08/2014,116
10/08/2015,132
10/08/2016,144
10/09/2012,159
10/09/2013,135
10/09/2014,131
10/09/2015,155
10/09/2016,154
10/10/2012,159
10/10/2013,127
10/10/2014,143
10/10/2015,133
10/10/2016,159
10/11/2012,123
10/11/2013,148
10/11/2014,116
10/11/2015,127
10/11/2016,155
10/12/2012,153
10/12/2013,125
10/12/2014,146
10/12/2015,120
10/12/2016,142
10/13/2012,114
10/13/2013,140
10/13/2014,139
10/13/2015,144
10/13/2016,146
10/14/2012,147
10/14/2013,158
10/14/2014,143
10/14/2015,143
10/14/2016,163
10/15/2012,150
10/15/2013,153
10/15/2014,128
10/15/2015,137
10/15/2016,163
10/16/2012,134
10/16/2013,180
10/16/2014,140
10/16/2015,130
10/16/2016,145
10/17/2012,120
10/17/2013,171
10/17/2014,141
10/17/2015,121
10/17/2016,191
10/18/2012,154
10/18/2013,161
10/18/2014,137
10/18/2015,115
10/18/2016,153
10/19/2012,135
10/19/2013,154
10/19/2014,111
10/19/2015,107
10/19/2016,188
10/20/2012,144
10/20/2013,132
10/20/2014,141
10/20/2015,158
10/20/2016,180
10/21/2012,117
10/21/2013,161
10/21/2014,127
10/21/2015,146
10/21/2016,156
10/22/2012,128
10/22/2013,171
10/22/2014,161
10/22/2015,141
10/22/2016,135
10/23/2012,123
10/23/2013,152
10/23/2014,138
10/23/2015,162
10/23/2016,153
10/24/2012,159
10/24/2013,144
10/24/2014,150
10/24/2015,125
10/24/2016,166
10/25/2012,136
10/25/2013,176
10/25/2014,140
10/25/2015,139
10/25/2016,178
10/26/2012,176
10/26/2013,145
10/26/2014,133
10/26/2015,136
10/26/2016,149
10/27/2012,144
10/27/2013,113
10/27/2014,133
10/27/2015,153
10/27/2016,156
10/28/2012,135
10/28/2013,154
10/28/2014,141
10/28/2015,143
10/28/2016,168
10/29/2012,80
10/29/2013,161
10/29/2014,147
10/29/2015,134
10/29/2016,143
10/30/2012,76
10/30/2013,125
10/30/2014,147
10/30/2015,164
10/30/2016,171
10/31/2012,157
10/31/2013,168
10/31/2014,154
10/31/2015,125
10/31/2016,183
11/01/2012,152
11/01/2013,170
11/01/2014,128
11/01/2015,146
11/01/2016,180
11/02/2012,127
11/02/2013,135
11/02/2014,120
11/02/2015,154
11/02/2016,158
11/03/2012,123
11/03/2013,101
11/03/2014,119
11/03/2015,140
11/03/2016,154
11/04/2012,171
11/04/2013,127
11/04/2014,105
11/04/2015,130
11/04/2016,174
11/05/2012,115
11/05/2013,137
11/05/2014,132
11/05/2015,156
11/05/2016,148
11/06/2012,112
11/06/2013,151
11/06/2014,129
11/06/2015,169
11/06/2016,155
11/07/2012,104
11/07/2013,150
11/07/2014,143
11/07/2015,123
11/07/2016,142
11/08/2012,126
11/08/2013,156
11/08/2014,111
11/08/2015,104
11/08/2016,130
11/09/2012,166
11/09/2013,147
11/09/2014,123
11/09/2015,130
11/09/2016,140
11/10/2012,159
11/10/2013,156
11/10/2014,129
11/10/2015,135
11/10/2016,139
11/11/2012,141
11/11/2013,124
11/11/2014,140
11/11/2015,131
11/11/2016,159
11/12/2012,146
11/12/2013,147
11/12/2014,131
11/12/2015,143
11/12/2016,129
11/13/2012,114
11/13/2013,153
11/13/2014,121
11/13/2015,116
11/13/2016,122
11/14/2012,110
11/14/2013,131
11/14/2014,132
11/14/2015,101
11/14/2016,128
11/15/2012,111
11/15/2013,152
11/15/2014,123
11/15/2015,152
11/15/2016,152
11/16/2012,131
11/16/2013,114
11/16/2014,93
11/16/2015,133
11/16/2016,163
11/17/2012,137
11/17/2013,119
11/17/2014,114
11/17/2015,145
11/17/2016,180
11/18/2012,113
11/18/2013,133
11/18/2014,142
11/18/2015,146
11/18/2016,173
11/19/2012,129
11/19/2013,143
11/19/2014,119
11/19/2015,162
11/19/2016,128
11/20/2012,141
11/20/2013,113
11/20/2014,115
11/20/2015,145
11/20/2016,111
11/21/2012,148
11/21/2013,146
11/21/2014,140
11/21/2015,161
11/21/2016,133
11/22/2012,78
11/22/2013,139
11/22/2014,140
11/22/2015,132
11/22/2016,157
11/23/2012,122
11/23/2013,123
11/23/2014,125
11/23/2015,117
11/23/2016,147
11/24/2012,106
11/24/2013,89
11/24/2014,157
11/24/2015,143
11/24/2016,112
11/25/2012,128
11/25/2013,139
11/25/2014,118
11/25/2015,123
11/25/2016,126
11/26/2012,146
11/26/2013,118
11/26/2014,132
11/26/2015,108
11/26/2016,113
11/27/2012,125
11/27/2013,120
11/27/2014,90
11/27/2015,134
11/27/2016,128
11/28/2012,131
11/28/2013,100
11/28/2014,122
11/28/2015,159
11/28/2016,181
11/29/2012,140
11/29/2013,112
11/29/2014,119
11/29/2015,110
11/29/2016,163
11/30/2012,154
11/30/2013,117
11/30/2014,116
11/30/2015,137
11/30/2016,138
12/01/2012,166
12/01/2013,165
12/01/2014,174
12/01/2015,126
12/01/2016,169
12/02/2012,107
12/02/2013,122
12/02/2014,108
12/02/2015,129
12/02/2016,152
12/03/2012,146
12/03/2013,154
12/03/2014,127
12/03/2015,116
12/03/2016,129
12/04/2012,142
12/04/2013,135
12/04/2014,118
12/04/2015,124
12/04/2016,121
12/05/2012,132
12/05/2013,155
12/05/2014,132
12/05/2015,97
12/05/2016,153
12/06/2012,120
12/06/2013,143
12/06/2014,99
12/06/2015,114
12/06/2016,128
12/07/2012,142
12/07/2013,119
12/07/2014,103
12/07/2015,118
12/07/2016,140
12/08/2012,124
12/08/2013,87
12/08/2014,139
12/08/2015,117
12/08/2016,149
12/09/2012,120
12/09/2013,111
12/09/2014,111
12/09/2015,139
12/09/2016,111
12/10/2012,140
12/10/2013,89
12/10/2014,110
12/10/2015,157
12/10/2016,120
12/11/2012,126
12/11/2013,126
12/11/2014,116
12/11/2015,160
12/11/2016,137
12/12/2012,145
12/12/2013,127
12/12/2014,142
12/12/2015,167
12/12/2016,121
12/13/2012,120
12/13/2013,133
12/13/2014,114
12/13/2015,127
12/13/2016,167
12/14/2012,152
12/14/2013,120
12/14/2014,123
12/14/2015,136
12/14/2016,124
12/15/2012,152
12/15/2013,126
12/15/2014,127
12/15/2015,164
12/15/2016,120
12/16/2012,97
12/16/2013,142
12/16/2014,131
12/16/2015,143
12/16/2016,114
12/17/2012,119
12/17/2013,141
12/17/2014,126
12/17/2015,115
12/17/2016,88
12/18/2012,114
12/18/2013,127
12/18/2014,122
12/18/2015,136
12/18/2016,131
12/19/2012,127
12/19/2013,143
12/19/2014,126
12/19/2015,127
12/19/2016,137
12/20/2012,145
12/20/2013,192
12/20/2014,131
12/20/2015,139
12/20/2016,179
12/21/2012,135
12/21/2013,173
12/21/2014,102
12/21/2015,148
12/21/2016,138
12/22/2012,109
12/22/2013,156
12/22/2014,152
12/22/2015,147
12/22/2016,157
12/23/2012,105
12/23/2013,150
12/23/2014,120
12/23/2015,131
12/23/2016,153
12/24/2012,107
12/24/2013,114
12/24/2014,123
12/24/2015,129
12/24/2016,119
12/25/2012,87
12/25/2013,151
12/25/2014,85
12/25/2015,109
12/25/2016,117
12/26/2012,96
12/26/2013,105
12/26/2014,76
12/26/2015,128
12/26/2016,114
12/27/2012,108
12/27/2013,115
12/27/2014,110
12/27/2015,134
12/27/2016,135
12/28/2012,140
12/28/2013,143
12/28/2014,120
12/28/2015,133
12/28/2016,156
12/29/2012,118
12/29/2013,148
12/29/2014,103
12/29/2015,121
12/29/2016,127
12/30/2012,116
12/30/2013,121
12/30/2014,114
12/30/2015,121
12/30/2016,112
12/31/2012,125
12/31/2013,128
12/31/2014,108
12/31/2015,97
12/31/2016,125
